DATE;Bahía Blanca ‐ Cerri;Cdro. Rivadavia – Rada Tilly;Ciudad de Buenos Aires;Concordia;Corrientes;Formosa;Gran Catamarca;Gran Córdoba;Gran La Plata;Gran Mendoza;Gran Paraná;Gran Resistencia;Gran Rosario;Gran San Juan;Gran Santa Fé;Gran Tucumán ‐ T. Viejo;Jujuy ‐ Palpalá;La Rioja;Mar del Plata ‐ Batán;Neuquén – Plottier;Partidos del GBA;Posadas;Rawson – Trelew;Río Cuarto;Río Gallegos;S.del Estero ‐ La Banda;Salta;San Luis ‐ El Chorrillo;San Nicolás – Villa Constitución;Santa Rosa ‐ Toay;Ushuaia ‐ Río Grande;Viedma – Carmen de Patagones;Promedio Nacional
2008-01-01;19.12087912087912;22.14765100671141;21.960297766749378;14.666666666666666;15.976331360946746;8.158995815899582;7.975460122699387;23.853211009174313;18.274111675126903;20.441176470588236;14.02439024390244;11.873840445269018;16.337285902503293;13.840155945419102;15.664845173041893;11.195158850226928;13.373253493013973;16.50671785028791;20.20618556701031;19.953051643192488;9.923664122137405;14.529914529914532;16.810344827586206;26.778242677824267;33.11546840958606;4.408817635270541;14.412811387900357;14.432989690721648;12.84796573875803;25.6;21.243523316062177;13.0;16.64541901453345
2008-04-01;25.050505050505052;21.555555555555557;24.44183313748531;17.441860465116278;18.023255813953487;9.67741935483871;8.921161825726141;24.299065420560748;23.711340206185564;19.508670520231213;15.062761506276152;12.218045112781954;15.789473684210526;12.62135922330097;16.85185185185185;11.574074074074074;13.385826771653544;16.570327552986512;18.503118503118504;16.558441558441558;10.35366478728857;16.344086021505376;18.39323467230444;28.163265306122447;37.473684210526315;5.566600397614314;16.725352112676056;18.218623481781375;15.510204081632653;25.161290322580644;23.058252427184467;13.51981351981352;17.82043807905887
2008-07-01;25.93320235756385;22.55125284738041;26.48171500630517;12.865497076023392;18.4981684981685;8.559498956158663;10.973084886128365;21.517241379310345;20.68230277185501;17.272727272727273;16.157205240174672;11.196911196911197;18.461538461538463;11.08910891089109;15.384615384615385;12.979351032448378;13.095238095238097;16.9921875;19.53125;17.12962962962963;10.668708524757529;17.035398230088493;16.565656565656568;28.425357873210633;39.130434782608695;6.470588235294119;18.115942028985508;17.786561264822133;13.200000000000001;25.10460251046025;23.209876543209877;13.585746102449889;17.70783122389411
2008-10-01;22.10953346855984;23.927765237020317;25.374999999999996;11.583011583011583;14.711359404096836;8.541666666666666;9.6579476861167;23.49799732977303;20.245398773006134;16.920731707317074;16.025641025641026;8.366533864541832;16.337285902503293;11.561866125760648;16.036036036036037;13.352685050798257;14.37246963562753;12.578616352201259;21.2;18.84057971014493;10.50204918032787;15.800865800865802;17.682926829268293;27.48917748917749;35.232067510548525;4.637096774193548;16.793893129770993;14.88933601609658;12.783505154639174;23.160173160173162;23.820224719101123;15.45253863134658;16.98393687357288
2009-01-01;22.36842105263158;21.518987341772153;23.404255319148938;15.4296875;15.471698113207546;8.264462809917356;9.44206008583691;25.164690382081687;21.11111111111111;19.427710843373493;14.686825053995682;12.62135922330097;16.5596919127086;9.775967413441954;16.483516483516482;14.626865671641792;14.43089430894309;15.32258064516129;18.620689655172416;18.83116883116883;11.139499233520695;13.978494623655912;20.085470085470085;30.201342281879196;37.117903930131;4.30327868852459;15.581854043392504;14.198782961460447;16.071428571428573;27.32919254658385;21.35922330097087;16.173120728929387;17.53444483606497
2009-04-01;22.66355140186916;19.10828025477707;23.096129837702872;16.599190283400812;17.523809523809526;7.809110629067245;8.836206896551724;25.780189959294436;23.23008849557522;21.428571428571427;15.711252653927813;13.03501945525292;17.678100263852244;10.615711252653929;15.83011583011583;12.254160363086234;11.934156378600823;16.666666666666664;16.030534351145036;18.83720930232558;11.01010101010101;14.855875831485587;16.595744680851062;29.8728813559322;39.479392624728845;5.69620253164557;16.0;18.236472945891784;14.37125748502994;30.237580993520517;19.02552204176334;14.988290398126464;17.65741803522884
2009-07-01;26.08695652173913;20.74235807860262;25.60386473429952;12.248995983935743;17.441860465116278;6.2761506276150625;9.205020920502092;25.29801324503311;21.810699588477366;20.171673819742487;19.153225806451612;10.271317829457365;19.794344473007712;12.396694214876034;17.0873786407767;13.501483679525222;12.320328542094455;17.365269461077844;16.969696969696972;19.951923076923077;11.73036093418259;15.0;15.734989648033126;28.603603603603606;38.25363825363826;5.831533477321814;19.962686567164177;18.271119842829076;12.82051282051282;27.114967462039047;24.2152466367713;13.225058004640372;17.951905435302706
2009-10-01;26.84426229508197;22.14765100671141;25.95520421607378;13.017751479289942;16.015625;5.567451820128479;9.533898305084746;24.966442953020135;23.09278350515464;18.113772455089823;20.32520325203252;8.964143426294822;16.711229946524064;9.401709401709402;19.81132075471698;15.304606240713225;14.02061855670103;14.792899408284024;17.684210526315788;19.65174129353234;11.538461538461538;14.25438596491228;18.75;29.89010989010989;34.526315789473685;3.8461538461538463;17.325800376647834;14.112903225806454;13.654618473895583;26.185101580135438;27.230046948356808;14.988290398126464;17.75702230857934
2010-01-01;29.175050301810867;22.58064516129032;24.396782841823057;14.0625;15.53784860557769;10.144927536231885;13.953488372093023;26.168224299065418;22.546972860125262;21.79675994108984;17.429193899782135;11.934156378600823;15.527950310559005;10.759493670886076;18.9453125;15.114503816793892;16.025641025641026;15.432098765432098;16.6;18.627450980392158;11.234705228031146;12.842105263157894;18.487394957983195;28.153153153153156;38.344226579520694;5.555555555555555;15.267175572519085;17.38241308793456;15.439429928741092;25.688073394495415;27.440633245382585;15.046296296296296;18.363755110311416
2010-04-01;27.435387673956264;21.748878923766814;25.19788918205805;13.535353535353536;16.50485436893204;7.6923076923076925;12.340425531914894;26.033057851239672;21.84873949579832;24.62686567164179;17.04312114989733;15.060240963855422;17.964824120603016;12.10855949895616;19.27480916030534;14.11042944785276;12.866817155756207;14.692982456140353;18.52589641434263;17.482517482517483;12.37785016286645;13.733905579399142;17.755102040816325;29.51945080091533;40.563991323210416;6.991525423728813;17.934782608695652;19.238476953907817;13.827655310621243;26.984126984126984;28.04878048780488;15.521064301552107;18.70595842983878
